Alice Munro,213.0
Alice Randall,214.0
Alice Sebold,215.0
Alice Walker,216.0
Alice Wong,217.0
Alicia Suskin Ostriker,218.0
Alisa Freedman,219.0
Alisa Klayman-Grodsky,220.0
Alisa Valdes,221.0
Alison Anderson,222.0
Alison Baverstock,223.0
Alison Bechdel,224.0
Alison Boardman,225.0
Alison Goodman,226.0
Alison Kent,227.0
Alison Leslie Gold,228.0
Alison Lurie,229.0
Alison Pace,230.0
Alison Weir,231.0
Alistair Horne,232.0
Alistair MacLeod,233.0
Alistair McCallum,234.0
Alistair Moffat,235.0
Alistair Welchman,236.0
Alister E. McGrath,237.0
Aljean Harmetz,238.0
Allan Bloom,239.0
Allan C. Weisbecker,240.0
Allan Cameron,241.0
Allan Curless,242.0
Allan Drummond,243.0
Allan Janik,244.0
Allan Kozinn,245.0
Allan Rosenberg,246.0
Allan Ulrich,247.0
Allan Zola Kronzek,248.0
Allegra Goodman,249.0
Allen Carr,250.0
Allen Ginsberg,251.0
Allen J. Frantzen,252.0
Allen Mackey,253.0
Allen Mandelbaum,254.0
Allen Noren,255.0
Allen Rogers Benner,256.0
Allen W. Wood,257.0
Allison Markin Powell,258.0
Allison Pearson,259.0
Alma Flor Ada,260.0
Alma MacDougall Reising,261.0
Alonzo C. Addison,262.0
Alton Raible,263.0
Alvin L. Reid,264.0
Alyssa Harad,265.0
Amanda Ann Klein,266.0
Amanda Clark,267.0
Amanda Eyre Ward,268.0
Amanda Hemingway,269.0
Amanda Hopkinson,270.0
Amanda Root,271.0
Amartya Sen,272.0
Ambrose Bierce,273.0
Amelia Atwater-Rhodes,274.0
America''s Test Kitchen,275.0
American Academy of Pediatrics,276.0
Amir D. Aczel,278.0
Amiri Baraka,279.0
Amitav Ghosh,280.0
Amos Oz,281.0
Amy Berner,282.0
Amy Carter,283.0
Amy Cotler,284.0
Amy Goldman Koss,285.0
Amy Gutmann,286.0
Amy H. Sturgis,287.0
Amy Hempel,288.0
Amy Hill Hearth,289.0
Amy Krouse Rosenthal,290.0
Amy L. Marsland,291.0
Amy Mandelker,292.0
Amy Sedaris,293.0
Amy Sickels,294.0
Amy Sohn,295.0
Amy Tan,296.0
Amy Taubin,297.0
Amy Welborn,298.0
Ana Alcaina,299.0
Ana Alcaina Pérez,300.0
Ana Falcão Bastos,301.0
Ana Juan,302.0
Ana María de la Fuente,303.0
Anaïs Nin,304.0
Anaximander,305.0
Anaximenes,306.0
Anca Munteanu,307.0
Ande Parks,308.0
Anders Nilsen,309.0
Anderson Cooper,310.0
Andre Dubus,311.0
Andre Dubus III,312.0
Andre Duza,313.0
André Maurois,314.0
Andre Norton,315.0
Andrea Camilleri,316.0
Andrea Juno,317.0
Andrea Levy,318.0
Andrea Lingenfelter,319.0
Andrea Wilson Nightingale,320.0
Andreas Schwarz,321.0
Andreas Gursky,322.0
Andreas J. Köstenberger,323.0
Andrei Codrescu,324.0
Andrés Duany,325.0
Andrew Hunt,326.0
Andrew Hunt,327.0
Andrew Brown,328.0
Andrew Carnegie,329.0
Andrew Cartmel,330.0
Andrew Collins,331.0
Andrew Darling,332.0
Andrew Delbanco,333.0
Andrew Dennis,334.0
Andrew Edwin Jenkins,335.0
Andrew Elfenbein,336.0
Andrew Ford,337.0
Andrew Glass,338.0
Andrew Gross,339.0
Andrew Gurr,340.0
Andrew Heintzman,341.0
Andrew Helfer,342.0
Andrew Hurley,343.0
Andrew Hussey,344.0
Andrew J. Offutt,345.0
Andrew James McLean,346.0
Andrew Klavan,347.0
Andrew Lang,348.0
Andrew Leak,349.0
Andrew M. Greeley,350.0
Andrew McNeillie,351.0
Andrew Moore,352.0
Andrew O''Hagan,353.0
Andrew P. Trout,354.0
Andrew Pepoy,355.0
Andrew R. MacAndrew,356.0
Andrew Robert Burn,357.0
Andrew S. Becker,358.0
Andrew Scull,359.0
Andrew Solomon,360.0
Andrew Weil,361.0
Andrew X. Pham,362.0
Andy Crouch,363.0
Andy Frankham-Allen,364.0
Andy Gordon,365.0
Andy Griffiths,366.0
Andy Grundberg,367.0
Andy Hertzfeld,368.0
Andy Hunt,369.0
Andy Kubert,370.0
